nzft_id,entity,entity_clean,transition_plan,coalitions,country_cpi,region_cpi,entity_sector_cpi,entity_subsector_cpi,aum_quartile,aum_or_total_assets
NZFT_01209,motion picture industry pension fund,Motion Picture Industry Pension Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,11061.0
NZFT_01210,mubadala,Mubadala,False,IFRS,United Arab Emirates,Middle East and North Africa,Asset Owner,Sovereign Wealth Fund,Large,330000.0
NZFT_01211,mufg asset management,MUFG Asset Management,False,"NZAM, CA100, IFRS",Japan,East Asia and Pacific,Asset Manager,Asset Manager,Large,633000.0
NZFT_01212,mumtalakat,Mumtalakat,False,,Bahrain,Middle East and North Africa,Asset Owner,Sovereign Wealth Fund,Medium-small,17000.0
NZFT_01213,munich re,Munich Re,False,"NZAOA, PRI, PSI",Germany,Western Europe,Insurer,Insurance,Large,296543.0
NZFT_01215,mutual aid corporation for small and medium enterprises,Mutual Aid Corporation for Small and Medium Enterprises,False,,Japan,East Asia and Pacific,Asset Owner,Pension Fund,Large,169006.0
NZFT_01217,muzinich & co. inc,Muzinich & Co.,False,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,27300.0
NZFT_01220,national australia bank limited,National Australia Bank ,True,"NZBA, CPLC, PRB",Australia,Other Oceania,Bank,Universal Bank,Large,555000.0
NZFT_01221,national bank of canada,National Bank Of Canada,False,"PCAF, PRB",Canada,US & Canada,Bank,Universal Bank,Large,216639.0
NZFT_01222,national bank of greece s.a.,National Bank Of Greece,False,"NZBA, CAFI, PCAF, PRB",Greece,Western Europe,Bank,Universal Bank,Large,77580.0
NZFT_01223,national development fund,National Development Fund of Iran,False,,Iran,Middle East and North Africa,Asset Owner,Sovereign Wealth Fund,Large,150000.0
NZFT_01224,national development fund (ndf),National Development Fund of Saudi Arabia,False,,Saudi Arabia,Middle East and North Africa,Asset Owner,Sovereign Wealth Fund,Large,132000.0
NZFT_01225,national elevator industry pension fund (nei),National Elevator Industry Pension Fund (NEI),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,16418.0
NZFT_01226,national federation of mutual aid associations for municipal personnel,National Federation of Mutual Aid Associations for Municipal Personnel,False,,Japan,East Asia and Pacific,Asset Owner,Pension Fund,Large,102962.0
NZFT_01228,national grid uk pension scheme,National Grid UK Pension Scheme,False,PAAO,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,25800.0
NZFT_01229,national investment corporation of national bank of kazakhstan,National Investment Corporation of National Bank of Kazakhstan,False,,Kazakhstan,Central Asia and Eastern Europe,Asset Owner,Sovereign Wealth Fund,Medium-large,65000.0
NZFT_01231,national mutual retirement fund,National Mutual Retirement Fund Canada,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,5830.0
NZFT_01232,national pension fund association,National Pension Fund Association Japan,False,PRI,Japan,East Asia and Pacific,Asset Owner,Pension Fund,Medium-large,36578.0
NZFT_01233,national pension service (nps),National Pension Service South Korea,False,IFRS,"Korea, Republic",East Asia and Pacific,Asset Owner,Pension Fund,Large,801864.0
NZFT_01234,national provident fund,National Provident Fund New Zealand,False,PAAO,New Zealand,Other Oceania,Asset Owner,Pension Fund,Medium-small,10600.0
NZFT_01235,national public service mutual aid association,National Public Service Mutual Aid Association,False,,Japan,East Asia and Pacific,Asset Owner,Pension Fund,Large,71291.0
NZFT_01236,national railroad retirement investment trust (nrrit),National Railroad Retirement Investment Trust (NRRIT),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,24310.0
NZFT_01237,national rural electric cooperative association retirement (nreca),National Rural Electric Cooperative Association Retirement (NRECA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,22163.0
NZFT_01239,national wealth fund (nwf uk),National Wealth Fund UK (NWF UK),False,,United Kingdom,Western Europe,Asset Owner,Sovereign Wealth Fund,Medium-large,36000.0
NZFT_01240,national westminster bank plc,NatWest Group Pension Fund,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,43473.0
NZFT_01241,nationale-nederlanden ofe,Nationale-Nederlanden OFE,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,5000.0
NZFT_01242,nationwide building society,Nationwide Building Society,True,"NZBA, PRB",United Kingdom,Western Europe,Bank,Commercial Bank,Large,350880.0
NZFT_01243,nationwide pension fund,Nationwide Pension Fund,True,OPSC,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,7867.0
NZFT_01244,nationwide retirement plans,Nationwide Retirement Plans,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,12285.0
NZFT_01245,natixis investment managers,Natixis Investment Managers,False,PRI,France,Western Europe,Asset Manager,Asset Manager,Large,1179700.0
NZFT_01247,natwest group,Natwest Group,True,"NZBA, BEI, IFRS, PCAF, PPCA, PRB",United Kingdom,Western Europe,Bank,Universal Bank,Medium-large,61203.0
NZFT_01248,navigator global investments,Navigator Global Investments,False,,Australia,Other Oceania,Asset Manager,Asset Manager,Medium-small,14410.0
NZFT_01251,nebraska investment council (nic),Nebraska Investment Council (NIC),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,20705.0
NZFT_01252,nei investments,NEI Investments,False,"NZAM, CA100, CPLC, PRI",Canada,US & Canada,Asset Manager,Asset Manager,Medium-small,5375.0
NZFT_01253,nepc,NEPC,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Large,137300.0
NZFT_01255,nest corporation,Nest Corporation,False,"PAAO, CA100, OPSC",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,50815.0
NZFT_01256,nest sammelstiftung,Nest Sammelstiftung,False,PRI,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,8144.0
NZFT_01257,nestlé uk pension trust ltd,Nestlé UK Pension Trust,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,8155.0
NZFT_01258,netwealth superannuation master fund,Netwealth Superannuation Master Fund,False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-small,15991.0
NZFT_01259,neuberger berman,Neuberger Berman,False,"NZAM, CA100, IFRS, PRI",United States of America,US & Canada,Bank,Investment Bank,Large,515000.0
NZFT_01261,nevada public employees' retirement system (pers nevada),Nevada Public Employees' Retirement System (PERS Nevada),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,56247.0
NZFT_01262,new brunswick public service pension plan,New Brunswick Public Service Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,6826.0
NZFT_01263,new brunswick teachers’ pension plan,New Brunswick Teachers’ Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,5018.0
NZFT_01264,new england asset management,New England Asset Management,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Large,78700.0
NZFT_01265,new forests pty ltd,New Forests Pty Limited,False,"NZAM, PRI",Australia,Other Oceania,Asset Manager,Asset Manager,Large,117000.0
NZFT_01266,new hampshire retirement system (nhrs),New Hampshire Retirement System (NHRS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,11071.0
NZFT_01268,new jersey division of investment,New Jersey Division Of Investment,False,IFRS,United States of America,US & Canada,Asset Owner,Pension Fund,Large,94039.0
NZFT_01270,new mexico public employees retirement association (pera),New Mexico Public Employees Retirement Association (PERA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,17028.0
NZFT_01271,new mexico sic,New Mexico State Investment Council,False,,United States of America,US & Canada,Asset Owner,Sovereign Wealth Fund,Medium-large,57000.0
NZFT_01272,new mountain capital,New Mountain Capital,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,22669.0
NZFT_01273,new york city board of education retirement system (bers),New York City Board of Education Retirement System (BERS),True,PAAO,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,10641.0
NZFT_01274,new york city deferred compensation plan (nyc dcp),New York City Deferred Compensation Plan (NYC DCP),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,27552.0
NZFT_01275,new york city district council of carpenters pension fund,New York City District Council of Carpenters Pension Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,8235.0
NZFT_01276,new york city employees’ retirement system (nycers),New York City Employees’ Retirement System (NYCERS),True,"NZAOA, PAAO, PRI",United States of America,US & Canada,Asset Owner,Pension Fund,Large,94266.0
NZFT_01277,new york life insurance company pension plan,New York Life Insurance Company Pension Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,12560.0
NZFT_01278,new york state common retirement fund (crf),New York State Common Retirement Fund (CRF),False,"PAAO, CA100, PRI",United States of America,US & Canada,Asset Owner,Pension Fund,Large,298923.0
NZFT_01279,new york state deferred compensation plan (nysdcp),New York State Deferred Compensation Plan (NYSDCP),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,33890.0
NZFT_01280,new york state nurses association pension fund,New York State Nurses Association Pension Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,5152.0
NZFT_01281,new york state teachers' retirement system (nystrs),New York State Teachers' Retirement System (NYSTRS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Large,130783.0
NZFT_01282,new york university retirement plan,New York University Retirement Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,14830.0
NZFT_01283,new zealand super fund,New Zealand Super Fund,False,"PAAO, PRI",New Zealand,Other Oceania,Asset Owner,Sovereign Wealth Fund,Medium-large,45000.0
NZFT_01284,newfoundland and labrador public service pension plan,Newfoundland and Labrador Public Service Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,6813.0
NZFT_01286,newton investment management,Newton Investment Management,False,"NZAM, CA100, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Large,98800.0
NZFT_01287,nfu mutual,NFU Mutual,True,PRI,United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,22931.0
NZFT_01288,ngs super (non-government schools superannuation fund),NGS Super (Non-Government Schools Superannuation Fund),False,PRI,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-small,9995.0
NZFT_01291,nikko asset management co. ltd.,Nikko Asset Management,False,"NZAM, CA100, PRI",Japan,East Asia and Pacific,Asset Manager,Asset Manager,Large,233900.0
NZFT_01292,nilgosc (lgps),Northern Ireland Local Government Officers’ Superannuation Committee (NILGOSC) (LGPS),False,PRI,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,15981.0
NZFT_01293,ninety one,Ninety One Limited,True,"NZAM, CA100, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Large,157700.0
NZFT_01294,nippon life insurance company,Nippon Life Insurance Company,True,"NZAOA, CA100, PCAF, PRI",Japan,East Asia and Pacific,Insurer,Insurance,Medium-large,45553.0
NZFT_01295,nisa investment,Nisa Investment,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Large,259207.0
NZFT_01296,nissay asset management,Nissay Asset Management,False,"NZAM, IFRS, PRI",Japan,East Asia and Pacific,Asset Manager,Asset Manager,Large,256373.0
NZFT_01297,nlb group,NLB Group,True,"NZBA, PRB",Slovenia,Western Europe,Bank,Universal Bank,Medium-large,29017.0
NZFT_01299,nn group,NN Group,True,"PAAO, PCAF, PRI, PSI",Netherlands,Western Europe,Insurer,Insurance,Large,337981.0
NZFT_01300,nn investment partners,Nn Investment Partners,False,,Netherlands,Western Europe,Asset Manager,Asset Manager,Medium-large,29676.0
NZFT_01301,nn pensil,NN Pensil,False,,Romania,Central Asia and Eastern Europe,Asset Owner,Pension Fund,Medium-small,8343.0
NZFT_01303,nomura asset management co. ltd.,Nomura Asset Management,True,"NZAM, CA100, PRI",Japan,East Asia and Pacific,Asset Manager,Asset Manager,Large,590000.0
NZFT_01304,nomura holdings,Nomura Holdings,True,"PCAF, PRB",Japan,East Asia and Pacific,Bank,Investment Bank,Large,565590.0
NZFT_01305,nomura real estate asset management,Nomura Real Estate Asset Management,True,"NZAM, PRI",Japan,East Asia and Pacific,Asset Manager,Asset Manager,Large,548483.0
NZFT_01306,nonghyup financial group,Nonghyup Financial Group,True,"NZBA, PCAF, PRB","Korea, Republic",East Asia and Pacific,Bank,Universal Bank,Large,112508.0
NZFT_01307,nordea asset management,Nordea Asset Management,False,"NZAM, CA100, IFRS, PRI",Sweden,Western Europe,Asset Manager,Asset Manager,Large,296010.0
NZFT_01308,nordea bank abp,Nordea Bank ,True,"NZBA, PCAF, PRB, PRI",Finland,Western Europe,Bank,Universal Bank,Large,436769.0
NZFT_01309,nordea life & pension,Nordea Life & Pension,False,"NZAOA, CA100, PRI",Finland,Western Europe,Asset Owner,Pension Fund,Medium-small,16890.0
NZFT_01310,nordic capital,Nordic Capital,False,PRI,Sweden,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,22596.0
NZFT_01311,nordrheinische ärzteversorgung,Nordrheinische Ärzteversorgung,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,14072.0
NZFT_01314,north atlantic states carpenters pension fund,North Atlantic States Carpenters Pension Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,8203.0
NZFT_01315,north carolina retirement systems,North Carolina Retirement Systems,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Large,126472.0
NZFT_01316,north dakota public employees retirement system (ndpers),North Dakota Public Employees Retirement System (NDPERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,8935.0
NZFT_01317,north east scotland pension fund (lgps),North East Scotland Pension Fund (LGPS),False,PRI,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,5239.0
NZFT_01321,northern california carpenters pension trust fund,Northern California Carpenters Pension Trust Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,8975.0
NZFT_01322,northern california laborers pension fund,Northern California Laborers Pension Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,6152.0
NZFT_01326,"northern lgps (greater manchester pension fund, merseyside pension fund and west yorkshire pension fund)","Northern LGPS (Greater Manchester Pension Fund, Merseyside Pension Fund and West Yorkshire Pension Fund)",False,"PAAO, CA100",United Kingdom,Western Europe,Asset Owner,Pension Fund,Large,76848.0
NZFT_01327,northern trust am,Northern Trust Asset Management,False,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,1610400.0
NZFT_01329,northwestern mutual retirement plan,Northwestern Mutual Retirement Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,8940.0
NZFT_01331,norway government pension fund global,Norway Government Pension Fund Global,True,,Norway,Western Europe,Asset Owner,Pension Fund,Large,1474225.0
NZFT_01333,nottinghamshire pension fund (lgps),Nottinghamshire Pension Fund (LGPS),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,7638.0
NZFT_01334,nova scotia health employees’ pension plan,Nova Scotia Health Employees’ Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,8172.0
NZFT_01335,nova scotia public service superannuation fund,Nova Scotia Public Service Superannuation Fund,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,5672.0
